shift_date,role,available_minutes,headcount
2025-01-18,mid_wrapper_counter,1020.0,2
2025-01-18,closing,1530.0,3
2025-01-19,cutter,1020.0,2
2025-01-19,wrapper,510.0,1
2025-01-19,fishmonger,510.0,1
2025-01-19,counter,510.0,1
2025-01-19,mid_wrapper_counter,1020.0,2
2025-01-19,closing,1530.0,3
2025-01-20,cutter,1020.0,2
2025-01-20,wrapper,510.0,1
2025-01-20,fishmonger,510.0,1
2025-01-20,counter,510.0,1
2025-01-20,mid_wrapper_counter,510.0,1
2025-01-20,closing,1020.0,2
2025-01-21,cutter,1020.0,2
2025-01-21,wrapper,510.0,1
2025-01-21,fishmonger,510.0,1
2025-01-21,counter,510.0,1
2025-01-21,mid_wrapper_counter,510.0,1
2025-01-21,closing,1020.0,2
2025-01-22,cutter,1020.0,2
2025-01-22,wrapper,510.0,1
2025-01-22,fishmonger,510.0,1
2025-01-22,counter,510.0,1
2025-01-22,mid_wrapper_counter,510.0,1
2025-01-22,closing,1020.0,2
2025-01-23,cutter,1020.0,2
2025-01-23,wrapper,510.0,1
2025-01-23,fishmonger,510.0,1
2025-01-23,counter,510.0,1
2025-01-23,mid_wrapper_counter,510.0,1
2025-01-23,closing,1020.0,2
2025-01-24,cutter,1020.0,2
2025-01-24,wrapper,510.0,1
2025-01-24,fishmonger,510.0,1
2025-01-24,counter,510.0,1
2025-01-24,mid_wrapper_counter,510.0,1
2025-01-24,closing,1020.0,2
2025-01-25,cutter,1020.0,2
2025-01-25,wrapper,510.0,1
2025-01-25,fishmonger,510.0,1
2025-01-25,counter,510.0,1
2025-01-25,mid_wrapper_counter,1020.0,2
2025-01-25,closing,1530.0,3
2025-01-26,cutter,1020.0,2
2025-01-26,wrapper,510.0,1
2025-01-26,fishmonger,510.0,1
2025-01-26,counter,510.0,1
2025-01-26,mid_wrapper_counter,1020.0,2
2025-01-26,closing,1530.0,3
2025-01-27,cutter,1020.0,2
2025-01-27,wrapper,510.0,1
2025-01-27,fishmonger,510.0,1
2025-01-27,counter,510.0,1
2025-01-27,mid_wrapper_counter,510.0,1
2025-01-27,closing,1020.0,2
2025-01-28,cutter,1020.0,2
2025-01-28,wrapper,510.0,1
2025-01-28,fishmonger,510.0,1
2025-01-28,counter,510.0,1
2025-01-28,mid_wrapper_counter,510.0,1
2025-01-28,closing,1020.0,2
2025-01-29,cutter,1020.0,2
2025-01-29,wrapper,510.0,1
2025-01-29,fishmonger,510.0,1
2025-01-29,counter,510.0,1
2025-01-29,mid_wrapper_counter,510.0,1
2025-01-29,closing,1020.0,2
2025-01-30,cutter,1020.0,2
2025-01-30,wrapper,510.0,1
2025-01-30,fishmonger,510.0,1
2025-01-30,counter,510.0,1
2025-01-30,mid_wrapper_counter,510.0,1
2025-01-30,closing,1020.0,2
2025-01-31,cutter,1020.0,2
2025-01-31,wrapper,510.0,1
2025-01-31,fishmonger,510.0,1
2025-01-31,counter,510.0,1
2025-01-31,mid_wrapper_counter,510.0,1
2025-01-31,closing,1020.0,2
2025-02-01,cutter,1020.0,2
2025-02-01,wrapper,510.0,1
2025-02-01,fishmonger,510.0,1
2025-02-01,counter,510.0,1
2025-02-01,mid_wrapper_counter,1020.0,2
2025-02-01,closing,1530.0,3
2025-02-02,cutter,1020.0,2
2025-02-02,wrapper,510.0,1
2025-02-02,fishmonger,510.0,1
2025-02-02,counter,510.0,1
2025-02-02,mid_wrapper_counter,1020.0,2
2025-02-02,closing,1530.0,3
2025-02-03,cutter,1020.0,2
2025-02-03,wrapper,510.0,1
2025-02-03,fishmonger,510.0,1
2025-02-03,counter,510.0,1
2025-02-03,mid_wrapper_counter,510.0,1
2025-02-03,closing,1020.0,2
2025-02-04,cutter,1020.0,2
2025-02-04,wrapper,510.0,1
2025-02-04,fishmonger,510.0,1
2025-02-04,counter,510.0,1
2025-02-04,mid_wrapper_counter,510.0,1
2025-02-04,closing,1020.0,2
2025-02-05,cutter,1020.0,2
2025-02-05,wrapper,510.0,1
2025-02-05,fishmonger,510.0,1
2025-02-05,counter,510.0,1
2025-02-05,mid_wrapper_counter,510.0,1
2025-02-05,closing,1020.0,2
2025-02-06,cutter,1020.0,2
2025-02-06,wrapper,510.0,1
2025-02-06,fishmonger,510.0,1
2025-02-06,counter,510.0,1
2025-02-06,mid_wrapper_counter,510.0,1
2025-02-06,closing,1020.0,2
2025-02-07,cutter,1020.0,2
2025-02-07,wrapper,510.0,1
2025-02-07,fishmonger,510.0,1
2025-02-07,counter,510.0,1
2025-02-07,mid_wrapper_counter,510.0,1
2025-02-07,closing,1020.0,2
2025-02-08,cutter,1020.0,2
2025-02-08,wrapper,510.0,1
2025-02-08,fishmonger,510.0,1
2025-02-08,counter,510.0,1
2025-02-08,mid_wrapper_counter,1020.0,2
2025-02-08,closing,1530.0,3
2025-02-09,cutter,1020.0,2
2025-02-09,wrapper,510.0,1
2025-02-09,fishmonger,510.0,1
2025-02-09,counter,510.0,1
2025-02-09,mid_wrapper_counter,1020.0,2
2025-02-09,closing,1530.0,3
2025-02-10,cutter,1020.0,2
2025-02-10,wrapper,510.0,1
2025-02-10,fishmonger,510.0,1
2025-02-10,counter,510.0,1
2025-02-10,mid_wrapper_counter,510.0,1
2025-02-10,closing,1020.0,2
2025-02-11,cutter,1020.0,2
2025-02-11,wrapper,510.0,1
2025-02-11,fishmonger,510.0,1
2025-02-11,counter,510.0,1
2025-02-11,mid_wrapper_counter,510.0,1
2025-02-11,closing,1020.0,2
2025-02-12,cutter,1020.0,2
2025-02-12,wrapper,510.0,1
2025-02-12,fishmonger,510.0,1
2025-02-12,counter,510.0,1
2025-02-12,mid_wrapper_counter,510.0,1
2025-02-12,closing,1020.0,2
2025-02-13,cutter,1020.0,2
2025-02-13,wrapper,510.0,1
2025-02-13,fishmonger,510.0,1
2025-02-13,counter,510.0,1
2025-02-13,mid_wrapper_counter,510.0,1
2025-02-13,closing,1020.0,2
2025-02-14,cutter,1020.0,2
2025-02-14,wrapper,510.0,1
2025-02-14,fishmonger,510.0,1
2025-02-14,counter,510.0,1
2025-02-14,mid_wrapper_counter,510.0,1
2025-02-14,closing,1020.0,2
2025-02-15,cutter,1020.0,2
2025-02-15,wrapper,510.0,1
2025-02-15,fishmonger,510.0,1
2025-02-15,counter,510.0,1
2025-02-15,mid_wrapper_counter,1020.0,2
2025-02-15,closing,1530.0,3
2025-02-16,cutter,1020.0,2
2025-02-16,wrapper,510.0,1
2025-02-16,fishmonger,510.0,1
2025-02-16,counter,510.0,1
2025-02-16,mid_wrapper_counter,1020.0,2
2025-02-16,closing,1530.0,3
2025-02-18,cutter,1020.0,2
2025-02-18,wrapper,510.0,1
2025-02-18,fishmonger,510.0,1
2025-02-18,counter,510.0,1
2025-02-18,mid_wrapper_counter,510.0,1
2025-02-18,closing,1020.0,2
2025-02-19,cutter,1020.0,2
2025-02-19,wrapper,510.0,1
2025-02-19,fishmonger,510.0,1
2025-02-19,counter,510.0,1
2025-02-19,mid_wrapper_counter,510.0,1
2025-02-19,closing,1020.0,2
2025-02-20,cutter,1020.0,2
2025-02-20,wrapper,510.0,1
2025-02-20,fishmonger,510.0,1
2025-02-20,counter,510.0,1
2025-02-20,mid_wrapper_counter,510.0,1
2025-02-20,closing,1020.0,2
2025-02-21,cutter,1020.0,2
2025-02-21,wrapper,510.0,1
2025-02-21,fishmonger,510.0,1
2025-02-21,counter,510.0,1
2025-02-21,mid_wrapper_counter,510.0,1
2025-02-21,closing,1020.0,2
2025-02-22,cutter,1020.0,2
2025-02-22,wrapper,510.0,1
2025-02-22,fishmonger,510.0,1
2025-02-22,counter,510.0,1
2025-02-22,mid_wrapper_counter,1020.0,2
2025-02-22,closing,1530.0,3
2025-02-23,cutter,1020.0,2
2025-02-23,wrapper,510.0,1
2025-02-23,fishmonger,510.0,1
2025-02-23,counter,510.0,1
2025-02-23,mid_wrapper_counter,1020.0,2
2025-02-23,closing,1530.0,3
2025-02-24,cutter,1020.0,2
2025-02-24,wrapper,510.0,1
2025-02-24,fishmonger,510.0,1
2025-02-24,counter,510.0,1
2025-02-24,mid_wrapper_counter,510.0,1
2025-02-24,closing,1020.0,2
2025-02-25,cutter,1020.0,2
2025-02-25,wrapper,510.0,1
2025-02-25,fishmonger,510.0,1
2025-02-25,counter,510.0,1
2025-02-25,mid_wrapper_counter,510.0,1
2025-02-25,closing,1020.0,2
2025-02-26,cutter,1020.0,2
2025-02-26,wrapper,510.0,1
2025-02-26,fishmonger,510.0,1
2025-02-26,counter,510.0,1
2025-02-26,mid_wrapper_counter,510.0,1
2025-02-26,closing,1020.0,2
2025-02-27,cutter,1020.0,2
2025-02-27,wrapper,510.0,1
2025-02-27,fishmonger,510.0,1
2025-02-27,counter,510.0,1
2025-02-27,mid_wrapper_counter,510.0,1
2025-02-27,closing,1020.0,2
2025-02-28,cutter,1020.0,2
2025-02-28,wrapper,510.0,1
2025-02-28,fishmonger,510.0,1
2025-02-28,counter,510.0,1
2025-02-28,mid_wrapper_counter,510.0,1
2025-02-28,closing,1020.0,2
2025-03-01,cutter,1020.0,2
2025-03-01,wrapper,510.0,1
2025-03-01,fishmonger,510.0,1
2025-03-01,counter,510.0,1
2025-03-01,mid_wrapper_counter,1020.0,2
2025-03-01,closing,1530.0,3
2025-03-02,cutter,1020.0,2
2025-03-02,wrapper,510.0,1
2025-03-02,fishmonger,510.0,1
2025-03-02,counter,510.0,1
2025-03-02,mid_wrapper_counter,1020.0,2
2025-03-02,closing,1530.0,3
2025-03-03,cutter,1020.0,2
2025-03-03,wrapper,510.0,1
2025-03-03,fishmonger,510.0,1
2025-03-03,counter,510.0,1
2025-03-03,mid_wrapper_counter,510.0,1
2025-03-03,closing,1020.0,2
2025-03-04,cutter,1020.0,2
2025-03-04,wrapper,510.0,1
2025-03-04,fishmonger,510.0,1
2025-03-04,counter,510.0,1
2025-03-04,mid_wrapper_counter,510.0,1
2025-03-04,closing,1020.0,2
2025-03-05,cutter,1020.0,2
2025-03-05,wrapper,510.0,1
2025-03-05,fishmonger,510.0,1
2025-03-05,counter,510.0,1
2025-03-05,mid_wrapper_counter,510.0,1
2025-03-05,closing,1020.0,2
2025-03-06,cutter,1020.0,2
2025-03-06,wrapper,510.0,1
2025-03-06,fishmonger,510.0,1
2025-03-06,counter,510.0,1
2025-03-06,mid_wrapper_counter,510.0,1
2025-03-06,closing,1020.0,2
2025-03-07,cutter,1020.0,2
2025-03-07,wrapper,510.0,1
2025-03-07,fishmonger,510.0,1
2025-03-07,counter,510.0,1
2025-03-07,mid_wrapper_counter,510.0,1
2025-03-07,closing,1020.0,2
2025-03-08,cutter,1020.0,2
2025-03-08,wrapper,510.0,1
2025-03-08,fishmonger,510.0,1
2025-03-08,counter,510.0,1
2025-03-08,mid_wrapper_counter,1020.0,2
2025-03-08,closing,1530.0,3
2025-03-09,cutter,1020.0,2
2025-03-09,wrapper,510.0,1
2025-03-09,fishmonger,510.0,1
2025-03-09,counter,510.0,1
2025-03-09,mid_wrapper_counter,1020.0,2
2025-03-09,closing,1530.0,3
2025-03-10,cutter,1020.0,2
2025-03-10,wrapper,510.0,1
2025-03-10,fishmonger,510.0,1
2025-03-10,counter,510.0,1
2025-03-10,mid_wrapper_counter,510.0,1
2025-03-10,closing,1020.0,2
2025-03-11,cutter,1020.0,2
2025-03-11,wrapper,510.0,1
2025-03-11,fishmonger,510.0,1
2025-03-11,counter,510.0,1
2025-03-11,mid_wrapper_counter,510.0,1
2025-03-11,closing,1020.0,2
2025-03-12,cutter,1020.0,2
2025-03-12,wrapper,510.0,1
2025-03-12,fishmonger,510.0,1
2025-03-12,counter,510.0,1
2025-03-12,mid_wrapper_counter,510.0,1
2025-03-12,closing,1020.0,2
2025-03-13,cutter,1020.0,2
2025-03-13,wrapper,510.0,1
2025-03-13,fishmonger,510.0,1
2025-03-13,counter,510.0,1
2025-03-13,mid_wrapper_counter,510.0,1
2025-03-13,closing,1020.0,2
2025-03-14,cutter,1020.0,2
2025-03-14,wrapper,510.0,1
2025-03-14,fishmonger,510.0,1
2025-03-14,counter,510.0,1
2025-03-14,mid_wrapper_counter,510.0,1
2025-03-14,closing,1020.0,2
2025-03-15,cutter,1020.0,2
2025-03-15,wrapper,510.0,1
2025-03-15,fishmonger,510.0,1
2025-03-15,counter,510.0,1
2025-03-15,mid_wrapper_counter,1020.0,2
2025-03-15,closing,1530.0,3
2025-03-16,cutter,1020.0,2
2025-03-16,wrapper,510.0,1
2025-03-16,fishmonger,510.0,1
2025-03-16,counter,510.0,1
2025-03-16,mid_wrapper_counter,1020.0,2
2025-03-16,closing,1530.0,3
2025-03-17,cutter,1020.0,2
2025-03-17,wrapper,510.0,1
2025-03-17,fishmonger,510.0,1
2025-03-17,counter,510.0,1
2025-03-17,mid_wrapper_counter,510.0,1
2025-03-17,closing,1020.0,2
2025-03-18,cutter,1020.0,2
2025-03-18,wrapper,510.0,1
2025-03-18,fishmonger,510.0,1
2025-03-18,counter,510.0,1
2025-03-18,mid_wrapper_counter,510.0,1
2025-03-18,closing,1020.0,2
2025-03-19,cutter,1020.0,2
2025-03-19,wrapper,510.0,1
2025-03-19,fishmonger,510.0,1
2025-03-19,counter,510.0,1
2025-03-19,mid_wrapper_counter,510.0,1
2025-03-19,closing,1020.0,2
2025-03-20,cutter,1020.0,2
2025-03-20,wrapper,510.0,1
2025-03-20,fishmonger,510.0,1
2025-03-20,counter,510.0,1
2025-03-20,mid_wrapper_counter,510.0,1
2025-03-20,closing,1020.0,2
2025-03-21,cutter,1020.0,2
2025-03-21,wrapper,510.0,1
2025-03-21,fishmonger,510.0,1
2025-03-21,counter,510.0,1
2025-03-21,mid_wrapper_counter,510.0,1
2025-03-21,closing,1020.0,2
2025-03-22,cutter,1020.0,2
2025-03-22,wrapper,510.0,1
2025-03-22,fishmonger,510.0,1
2025-03-22,counter,510.0,1
2025-03-22,mid_wrapper_counter,1020.0,2
2025-03-22,closing,1530.0,3
2025-03-23,cutter,1020.0,2
2025-03-23,wrapper,510.0,1
2025-03-23,fishmonger,510.0,1
2025-03-23,counter,510.0,1
2025-03-23,mid_wrapper_counter,1020.0,2
2025-03-23,closing,1530.0,3
2025-03-24,cutter,1020.0,2
2025-03-24,wrapper,510.0,1
2025-03-24,fishmonger,510.0,1
2025-03-24,counter,510.0,1
2025-03-24,mid_wrapper_counter,510.0,1
2025-03-24,closing,1020.0,2
2025-03-25,cutter,1020.0,2
2025-03-25,wrapper,510.0,1
2025-03-25,fishmonger,510.0,1
2025-03-25,counter,510.0,1
2025-03-25,mid_wrapper_counter,510.0,1
2025-03-25,closing,1020.0,2
2025-03-26,cutter,1020.0,2
2025-03-26,wrapper,510.0,1
2025-03-26,fishmonger,510.0,1
2025-03-26,counter,510.0,1
2025-03-26,mid_wrapper_counter,510.0,1
2025-03-26,closing,1020.0,2
2025-03-27,cutter,1020.0,2
2025-03-27,wrapper,510.0,1
2025-03-27,fishmonger,510.0,1
2025-03-27,counter,510.0,1
2025-03-27,mid_wrapper_counter,510.0,1
2025-03-27,closing,1020.0,2
2025-03-28,cutter,1020.0,2
2025-03-28,wrapper,510.0,1
2025-03-28,fishmonger,510.0,1
2025-03-28,counter,510.0,1
2025-03-28,mid_wrapper_counter,510.0,1
2025-03-28,closing,1020.0,2
2025-03-29,cutter,1020.0,2
2025-03-29,wrapper,510.0,1
2025-03-29,fishmonger,510.0,1
2025-03-29,counter,510.0,1
2025-03-29,mid_wrapper_counter,1020.0,2
2025-03-29,closing,1530.0,3
2025-03-30,cutter,1020.0,2
2025-03-30,wrapper,510.0,1
2025-03-30,fishmonger,510.0,1
2025-03-30,counter,510.0,1
2025-03-30,mid_wrapper_counter,1020.0,2
2025-03-30,closing,1530.0,3
2025-03-31,cutter,1020.0,2
2025-03-31,wrapper,510.0,1
2025-03-31,fishmonger,510.0,1
2025-03-31,counter,510.0,1
2025-03-31,mid_wrapper_counter,510.0,1
2025-03-31,closing,1020.0,2
2025-04-01,cutter,1020.0,2
2025-04-01,wrapper,510.0,1
2025-04-01,fishmonger,510.0,1
2025-04-01,counter,510.0,1
2025-04-01,mid_wrapper_counter,510.0,1
2025-04-01,closing,1020.0,2
2025-04-02,cutter,1020.0,2
2025-04-02,wrapper,510.0,1
2025-04-02,fishmonger,510.0,1
2025-04-02,counter,510.0,1
2025-04-02,mid_wrapper_counter,510.0,1
2025-04-02,closing,1020.0,2
2025-04-03,cutter,1020.0,2
2025-04-03,wrapper,510.0,1
2025-04-03,fishmonger,510.0,1
2025-04-03,counter,510.0,1
2025-04-03,mid_wrapper_counter,510.0,1
2025-04-03,closing,1020.0,2
2025-04-04,cutter,1020.0,2
2025-04-04,wrapper,510.0,1
2025-04-04,fishmonger,510.0,1
2025-04-04,counter,510.0,1
2025-04-04,mid_wrapper_counter,510.0,1
2025-04-04,closing,1020.0,2
2025-04-05,cutter,1020.0,2
2025-04-05,wrapper,510.0,1
2025-04-05,fishmonger,510.0,1
2025-04-05,counter,510.0,1
2025-04-05,mid_wrapper_counter,1020.0,2
2025-04-05,closing,1530.0,3
2025-04-06,cutter,1020.0,2
2025-04-06,wrapper,510.0,1
2025-04-06,fishmonger,510.0,1
2025-04-06,counter,510.0,1
2025-04-06,mid_wrapper_counter,1020.0,2
2025-04-06,closing,1530.0,3
2025-04-07,cutter,1020.0,2
2025-04-07,wrapper,510.0,1
2025-04-07,fishmonger,510.0,1
2025-04-07,counter,510.0,1
2025-04-07,mid_wrapper_counter,510.0,1
2025-04-07,closing,1020.0,2
2025-04-08,cutter,1020.0,2
2025-04-08,wrapper,510.0,1
2025-04-08,fishmonger,510.0,1
2025-04-08,counter,510.0,1
2025-04-08,mid_wrapper_counter,510.0,1
2025-04-08,closing,1020.0,2
2025-04-09,cutter,1020.0,2
2025-04-09,wrapper,510.0,1
2025-04-09,fishmonger,510.0,1
2025-04-09,counter,510.0,1
2025-04-09,mid_wrapper_counter,510.0,1
2025-04-09,closing,1020.0,2
2025-04-10,cutter,1020.0,2
2025-04-10,wrapper,510.0,1
2025-04-10,fishmonger,510.0,1
2025-04-10,counter,510.0,1
2025-04-10,mid_wrapper_counter,510.0,1
2025-04-10,closing,1020.0,2
2025-04-11,cutter,1020.0,2
2025-04-11,wrapper,510.0,1
2025-04-11,fishmonger,510.0,1
2025-04-11,counter,510.0,1
2025-04-11,mid_wrapper_counter,510.0,1
2025-04-11,closing,1020.0,2
2025-04-12,cutter,1020.0,2
2025-04-12,wrapper,510.0,1
2025-04-12,fishmonger,510.0,1
2025-04-12,counter,510.0,1
2025-04-12,mid_wrapper_counter,1020.0,2
2025-04-12,closing,1530.0,3
2025-04-13,cutter,1020.0,2
2025-04-13,wrapper,510.0,1
2025-04-13,fishmonger,510.0,1
2025-04-13,counter,510.0,1
2025-04-13,mid_wrapper_counter,1020.0,2
2025-04-13,closing,1530.0,3
2025-04-14,cutter,1020.0,2
2025-04-14,wrapper,510.0,1
2025-04-14,fishmonger,510.0,1
2025-04-14,counter,510.0,1
2025-04-14,mid_wrapper_counter,510.0,1
2025-04-14,closing,1020.0,2
2025-04-15,cutter,1020.0,2
2025-04-15,wrapper,510.0,1
2025-04-15,fishmonger,510.0,1
2025-04-15,counter,510.0,1
2025-04-15,mid_wrapper_counter,510.0,1
2025-04-15,closing,1020.0,2
2025-04-16,cutter,1020.0,2
2025-04-16,wrapper,510.0,1
2025-04-16,fishmonger,510.0,1
2025-04-16,counter,510.0,1
2025-04-16,mid_wrapper_counter,510.0,1
2025-04-16,closing,1020.0,2
2025-04-17,cutter,1020.0,2
2025-04-17,wrapper,510.0,1
2025-04-17,fishmonger,510.0,1
2025-04-17,counter,510.0,1
2025-04-17,mid_wrapper_counter,510.0,1
2025-04-17,closing,1020.0,2
2025-04-19,cutter,1020.0,2
2025-04-19,wrapper,510.0,1
2025-04-19,fishmonger,510.0,1
2025-04-19,counter,510.0,1
2025-04-19,mid_wrapper_counter,1020.0,2
2025-04-19,closing,1530.0,3
2025-04-20,cutter,1020.0,2
2025-04-20,wrapper,510.0,1
2025-04-20,fishmonger,510.0,1
2025-04-20,counter,510.0,1
2025-04-20,mid_wrapper_counter,1020.0,2
2025-04-20,closing,1530.0,3
2025-04-21,cutter,1020.0,2
2025-04-21,wrapper,510.0,1
2025-04-21,fishmonger,510.0,1
2025-04-21,counter,510.0,1
2025-04-21,mid_wrapper_counter,510.0,1
2025-04-21,closing,1020.0,2
2025-04-22,cutter,1020.0,2
2025-04-22,wrapper,510.0,1
2025-04-22,fishmonger,510.0,1
2025-04-22,counter,510.0,1
2025-04-22,mid_wrapper_counter,510.0,1
2025-04-22,closing,1020.0,2
2025-04-23,cutter,1020.0,2
2025-04-23,wrapper,510.0,1
2025-04-23,fishmonger,510.0,1
2025-04-23,counter,510.0,1
2025-04-23,mid_wrapper_counter,510.0,1
2025-04-23,closing,1020.0,2
2025-04-24,cutter,1020.0,2
2025-04-24,wrapper,510.0,1
2025-04-24,fishmonger,510.0,1
2025-04-24,counter,510.0,1
2025-04-24,mid_wrapper_counter,510.0,1
2025-04-24,closing,1020.0,2
2025-04-25,cutter,1020.0,2
2025-04-25,wrapper,510.0,1
2025-04-25,fishmonger,510.0,1
2025-04-25,counter,510.0,1
2025-04-25,mid_wrapper_counter,510.0,1
2025-04-25,closing,1020.0,2
2025-04-26,cutter,1020.0,2
2025-04-26,wrapper,510.0,1
2025-04-26,fishmonger,510.0,1
2025-04-26,counter,510.0,1
2025-04-26,mid_wrapper_counter,1020.0,2
2025-04-26,closing,1530.0,3
2025-04-27,cutter,1020.0,2
2025-04-27,wrapper,510.0,1
2025-04-27,fishmonger,510.0,1
2025-04-27,counter,510.0,1
2025-04-27,mid_wrapper_counter,1020.0,2
2025-04-27,closing,1530.0,3
2025-04-28,cutter,1020.0,2
2025-04-28,wrapper,510.0,1
2025-04-28,fishmonger,510.0,1
2025-04-28,counter,510.0,1
2025-04-28,mid_wrapper_counter,510.0,1
2025-04-28,closing,1020.0,2
2025-04-29,cutter,1020.0,2
2025-04-29,wrapper,510.0,1
2025-04-29,fishmonger,510.0,1
2025-04-29,counter,510.0,1
2025-04-29,mid_wrapper_counter,510.0,1
2025-04-29,closing,1020.0,2
2025-04-30,cutter,1020.0,2
2025-04-30,wrapper,510.0,1
2025-04-30,fishmonger,510.0,1
2025-04-30,counter,510.0,1
2025-04-30,mid_wrapper_counter,510.0,1
2025-04-30,closing,1020.0,2
2025-05-01,cutter,1020.0,2
2025-05-01,wrapper,510.0,1
2025-05-01,fishmonger,510.0,1
2025-05-01,counter,510.0,1
2025-05-01,mid_wrapper_counter,510.0,1
2025-05-01,closing,1020.0,2
2025-05-02,cutter,1020.0,2
2025-05-02,wrapper,510.0,1
2025-05-02,fishmonger,510.0,1
2025-05-02,counter,510.0,1
2025-05-02,mid_wrapper_counter,510.0,1
2025-05-02,closing,1020.0,2
2025-05-03,cutter,1020.0,2
2025-05-03,wrapper,510.0,1
2025-05-03,fishmonger,510.0,1
2025-05-03,counter,510.0,1
2025-05-03,mid_wrapper_counter,1020.0,2
2025-05-03,closing,1530.0,3
2025-05-04,cutter,1020.0,2
2025-05-04,wrapper,510.0,1
2025-05-04,fishmonger,510.0,1
2025-05-04,counter,510.0,1
2025-05-04,mid_wrapper_counter,1020.0,2
2025-05-04,closing,1530.0,3
2025-05-05,cutter,1020.0,2
2025-05-05,wrapper,510.0,1
2025-05-05,fishmonger,510.0,1
2025-05-05,counter,510.0,1
2025-05-05,mid_wrapper_counter,510.0,1
2025-05-05,closing,1020.0,2
2025-05-06,cutter,1020.0,2
2025-05-06,wrapper,510.0,1
2025-05-06,fishmonger,510.0,1
2025-05-06,counter,510.0,1
2025-05-06,mid_wrapper_counter,510.0,1
2025-05-06,closing,1020.0,2
2025-05-07,cutter,1020.0,2
2025-05-07,wrapper,510.0,1
2025-05-07,fishmonger,510.0,1
2025-05-07,counter,510.0,1
2025-05-07,mid_wrapper_counter,510.0,1
2025-05-07,closing,1020.0,2
2025-05-08,cutter,1020.0,2
2025-05-08,wrapper,510.0,1
